xplane,yplane,xrocket,yrocket,vc,xnc,rtm,time
44872.86,13835.6,14395.46,5675.834,3954.75460825134,3105.56558613868,31599.9796272778,
44872.86,13847.11,14442.45,5693.821,3954.68921568513,3107.77919520393,31553.7866156771,
44872.86,13860.51,14489.43,5711.825,3954.60505499257,3110.62568136821,31507.2201433787,
44872.86,13875.59,14536.94,5730.068,3954.50302386572,3114.07290288598,31461.0898824919,
44872.86,13892.57,14583.23,5747.843,3954.38154016561,3118.17210746005,31414.8756269755,
44872.86,13910.75,14629.56,5765.664,3954.24539906107,3122.75915085863,31370.283306048,
44872.86,13930.58,14676.35,5783.704,3954.09142307943,3127.93855932505,31326.0720641183,
44872.86,13952.28,14723.65,5801.985,3953.91782565032,3133.76715855297,31281.8596462077,
44872.86,13975.94,14771.83,5820.676,3953.72369594395,3140.27161594576,31237.6152142741,
44872.86,14001.82,14817.21,5838.265,3953.50642908428,3147.53447670023,31192.9935662329,
44872.86,14027.77,14863.37,5856.223,3953.28378625532,3154.95873583722,31151.407939567,
44872.86,14055.81,14910.48,5874.619,3953.03905931903,3163.0981833475,31109.5280962053,
44872.86,14086.14,14956.63,5892.683,3952.77022131032,3172.01412018868,31067.2437038689,
44872.86,14117.49,15003.11,5910.942,3952.4879162011,3181.34827170235,31026.2544231056,
44872.86,14150.73,15050.05,5929.456,3952.18459319467,3191.34520328297,30985.4165837091,
44872.86,14184.31,15096.32,5947.758,3951.87714639225,3201.44436643575,30944.184883775,
44872.86,14217.43,15143.93,5966.684,3951.57276254473,3211.40982594134,30903.5542484219,
44872.86,14251.52,15189.31,5984.741,3951.25860526959,3221.66106307834,30861.7502992016,
44872.86,14284.02,15236.14,6003.475,3950.95758954885,3231.4511891082,30821.9288271963,
44872.86,14317.59,15282.2,6021.943,3950.64595273135,3241.55376895174,30780.8283513642,
44872.86,14350.61,15329.78,6041.122,3950.33822571364,3251.49697811477,30740.4291031636,
44872.86,14384.74,15375.57,6059.61,3950.0193143734,3261.76768442155,30698.6957091028,
44872.86,14417.61,15422.25,6078.544,3949.71083108329,3271.67003245759,30658.5462954418,
44872.86,14451.13,15468.21,6097.23,3949.39529777908,3281.76591047357,30617.6175064525,
44872.86,14484.14,15514.55,6116.15,3949.08338714699,3291.71359524028,30577.3450990043,
44872.86,14517.45,15561.07,6135.209,3948.76763426601,3301.75142737198,30536.7328680272,
44872.86,14550.91,15607.63,6154.351,3948.44951342722,3311.83187830628,30495.981858477,
44872.86,14584.4,15653.79,6173.39,3948.1299754346,3321.92453525589,30455.2041302265,
44872.86,14617.63,15700.64,6192.789,3947.81177698607,3331.94261083746,30414.7815879532,
44872.86,14651.36,15746.37,6211.769,3947.4878016502,3342.109778146,30373.7732678022,
44872.86,14684.31,15793.12,6231.262,3947.17008621389,3352.04865425146,30333.7529103532,
44872.86,14718.01,15838.97,6250.428,3946.84422034361,3362.21003716903,30292.8431445037,
44872.86,14751.08,15884.87,6269.679,3946.52321803199,3372.18791138696,30252.7312916409,
44872.86,14784.2,15931.07,6289.126,3946.20069765726,3382.18142124781,30212.58865124,
44872.86,14817.56,15977.73,6308.844,3945.87492412033,3392.24391134158,30172.1938718041,
44872.86,14851.26,16023.69,6328.32,3945.5447650632,3402.40952181093,30131.4049320385,
44872.86,14884.47,16069.92,6347.982,3945.21813463492,3412.43473414859,30091.2338675087,
44872.86,14917.89,16115.68,6367.5,3944.88842741508,3422.52263689871,30050.8373535797,
44872.86,14951,16161.93,6387.303,3944.56071572644,3432.51815580289,30010.8606335106,
44872.86,14984.47,16207.94,6407.065,3944.22841448381,3442.62204874227,29970.4678464303,
44872.86,15017.78,16253.46,6426.675,3943.89649622143,3452.68279805653,29930.2885643288,
44872.86,15050.76,16300.05,6446.832,3943.56677251156,3462.64613071475,29890.5472119032,
44872.86,15084.53,16345.82,6466.684,3943.22833930335,3472.8408928606,29849.8825381303,
44872.86,15117.72,16393.13,6487.313,3942.89441993016,3482.86843569367,29809.9422787995,
44872.86,15152.06,16438.02,6506.896,3942.5482745919,3493.23064643179,29768.6535971233,
44872.86,15184.65,16483.29,6526.717,3942.21810407269,3503.08409470183,29729.501717646,
44872.86,15217.52,16529.08,6546.846,3941.8840401305,3513.02364881262,29690.0274655692,
44872.86,15250.8,16575.65,6567.401,3941.54499394855,3523.08075976234,29650.1008410107,
44872.86,15284.66,16620.78,6587.359,3941.19912532969,3533.30866868666,29609.5049811555,
44872.86,15317.49,16667.86,6608.29,3940.86230096057,3543.23873547569,29570.1710818985,
44872.86,15351.76,16712.15,6627.988,3940.51017466155,3553.58814017578,29529.1435042946,
44872.86,15384.01,16758.5,6648.714,3940.17698242772,3563.3513855887,29490.5642874271,
44872.86,15417.79,16803.73,6668.979,3939.82756991656,3573.55919707044,29450.1891439487,
44872.86,15450.75,16849.55,6689.593,3939.48512936791,3583.5330656752,29410.8087837167,
44872.86,15484.18,16895.45,6710.31,3939.13704704938,3593.64081261513,29370.9130275366,
44872.86,15515.99,16940.67,6730.77,3938.80882602745,3603.14393589354,29330.4542281387,
44872.86,15545.71,16987.36,6751.986,3938.50536063168,3611.90640837689,29290.105375168,
44872.86,15574.68,17032.38,6772.46,3938.21393767278,3620.29971226014,29247.9255667366,
44872.86,15600.99,17077.92,6793.236,3937.95283401348,3627.80206092961,29206.7725218781,
44871.2,15625.95,17123.38,6814.02,3937.70284102742,3634.96956490528,29163.0462261827,
44867.88,15649.22,17169.21,6835.032,3937.46742446926,3641.70528135837,29117.3202033388,
44862.84,15671.01,17214.3,6855.723,3937.24447789239,3648.07187397467,29069.085605195,
44856.26,15690.81,17260.05,6876.779,3937.03898534084,3653.92946829892,29019.5943207715,
44847.89,15709.23,17305.7,6897.817,3936.84514702445,3659.44560811154,28967.2367080508,
44837.86,15725.94,17350.8,6918.628,3936.66630421347,3664.52708630638,28912.898852624,
44826.31,15740.81,17396.17,6939.597,3936.50367941018,3669.14118270623,28857.1370914265,
44813.03,15754.12,17442.43,6961.027,3936.35468297618,3673.36312708435,28798.9543119045,
44797.76,15765.96,17487.45,6981.884,3936.2182496806,3677.22450440168,28737.4529076317,
44781.26,15775.86,17532.96,7003,3936.09954404874,3680.58059733713,28675.5329831723,
44762.91,15784.2,17577.86,7023.834,3935.99458659768,3683.54525178656,28610.8283273593,
44743.18,15790.8,17624.41,7045.499,3935.90541579211,3686.06197379727,28544.961828816,
44720.97,15795.9,17669.38,7066.398,3935.82923870056,3688.21050032311,28474.4292910619,
44697.89,15799.19,17715.16,7087.71,3935.7699443091,3689.88192771577,28404.2590835083,
44672.68,15800.84,17760.77,7108.946,3935.7252378117,3691.14160295986,28330.6667977423,
44645.89,15800.84,17805.8,7129.904,3935.69566567962,3691.97458927136,28255.2475048724,
44617.81,15800.84,17851.33,7151.115,3935.65893837565,3693.00884010373,28179.228723931,
44587.73,15800.84,17898.98,7173.376,3935.61438966738,3694.26292483795,28100.7581968066,
44554.41,15800.84,17941.73,7193.243,3935.5601289502,3695.78979129232,28016.8667751073,
44523.05,15800.84,17987.34,7214.519,3935.50318334214,3697.39147794088,27940.2483057398,
44489.59,15800.84,18032.89,7235.778,3935.4430880243,3699.08094422535,27858.4686119879,
44456.16,15800.84,18077.61,7256.645,3935.38281105487,3700.77468181497,27776.780119693,
44423.33,15800.84,18123.63,7278.159,3935.3231264444,3702.45095123776,27696.571014987,
44389.54,15800.84,18169.45,7299.583,3935.2619000177,3704.16967316278,27614.0233403064,
44355.9,15800.84,18214.33,7320.561,3935.20063388876,3705.88864899641,27531.8351959166,
44322.95,15800.84,18259.91,7341.897,3935.14007734107,3707.58687093429,27451.3259279229,
44289.47,15800.84,18305.63,7363.308,3935.07856660053,3709.3109932036,27369.5417992413,
44255.9,15800.84,18350.6,7384.36,3935.01666991482,3711.04506106282,27287.5159023047,
44222.88,15800.84,18396.04,7405.664,3934.95530660857,3712.76332347074,27206.8386897376,
44189.49,15800.84,18441.24,7426.854,3934.89318559853,3714.50192912908,27125.2799800324,
44156.29,15800.84,18486.66,7448.166,3934.83107793909,3716.23928372666,27044.170172236,
44122.92,15800.84,18532.5,7469.696,3934.768496724,3717.98899909705,26962.6578165995,
44089.24,15800.84,18577.19,7490.671,3934.70521954505,3719.75726989217,26880.3810683796,
44056.4,15800.84,18623.36,7512.393,3934.64289765893,3721.49795879285,26800.1695113631,
44022.46,15800.84,18668.82,7533.77,3934.57876155075,3723.28840292051,26717.2761990656,
43989.05,15800.84,18714.47,7555.258,3934.51511064675,3725.06438349743,26635.668057319,
43955.49,15800.84,18758.8,7576.102,3934.45098734367,3726.85262107338,26553.6972752147,
43922.91,15800.84,18805.59,7598.179,3934.38803755967,3728.60723149767,26474.1175407793,
43888.5,15800.84,18849.69,7618.932,3934.32218763049,3730.44172460443,26390.0765430916,
43856.09,15800.84,18895.47,7640.53,3934.25896910412,3732.20199419833,26310.9034549652,
43822.42,15800.84,18940.05,7661.547,3934.19365107248,3734.01978162846,26228.6789450911,
43789.64,15800.84,18986.08,7683.296,3934.12937116178,3735.80774579993,26148.6169220386,
43757.5,15800.84,19030.98,7704.494,3934.07167210741,3737.41187478365,26067.5573218885,
43727.79,15800.84,19075.87,7725.693,3934.02282628981,3738.76928812536,25990.0539404936,
43699.72,15800.84,19121.36,7747.2,3933.98189555339,3739.90633348366,25914.1281639383,
43672.95,15800.84,19166.69,7768.632,3933.94879916128,3740.82546977778,25838.7591850746,
43647.94,15800.84,19212.06,7790.094,3933.92395236785,3741.51534208423,25765.2523295256,
43624.57,15800.84,19257.83,7811.751,3933.90735633408,3741.97605515149,25693.246132464,
43602.71,15800.84,19302.49,7832.862,3933.89921104748,3742.20214940919,25622.2366112411,
43582.99,15800.84,19347.5,7854.145,3933.8989636744,3742.20901568098,25554.4828465072,
43564.77,15800.84,19393.07,7875.707,3933.90711316376,3741.98280520927,25487.7675486371,
43548,15800.84,19438.53,7897.213,3933.92410115261,3741.51121147798,25421.8094765667,
43532.95,15802.52,19484.07,7918.754,3933.92367282914,3741.52310270708,25358.1280272417,
43519.55,15805.89,19529.35,7940.171,3933.90580468366,3742.01912650494,25296.472443618,
43507.91,15810.9,19574.24,7961.4,3933.87059636787,3742.99630956201,25237.2659477118,
43498,15817.5,19619.49,7982.818,3933.81841564036,3744.44404372052,25180.6344699298,
43489.66,15825.82,19664.96,8004.36,3933.74846742335,3746.38378181056,25125.6434506666,
43482.97,15835.86,19713.14,8027.277,3933.66049819686,3748.82172201385,25072.4990545233,
43477.76,15848.4,19756.26,8047.686,3933.54829109412,3751.92889572031,25018.5366121179,
43474.61,15861.12,19801.02,8068.929,3933.42999625325,3755.20163878806,24972.1803326128,
43472.97,15875.96,19846.39,8090.51,3933.29039534528,3759.05987336594,24926.1144628368,
43472.97,15892.68,19891.3,8111.884,3933.13100331898,3763.45985883763,24881.5025854937,
43472.97,15910.88,19936.43,8133.404,3932.9468052649,3768.53769137074,24837.8687671832,
43472.97,15930.82,19981.78,8155.079,3932.73500088807,3774.36742247035,24794.530686135,
43472.97,15952.56,20027.12,8176.788,3932.49497582921,3780.96215078096,24751.5000707576,
43472.97,15975.96,20073.48,8199.066,3932.22762435144,3788.29305390328,24709.0146434616,
43472.97,16001.67,20117.55,8220.241,3931.92563100653,3796.55542647726,24666.1109198795,
43472.97,16027.69,20162.38,8241.861,3931.61138735279,3805.1323392299,24625.8456883276,
43472.97,16055.83,20207.49,8263.683,3931.26436113025,3814.57974537919,24585.398035811,
43472.97,16085.82,20252.68,8285.62,3930.88710805045,3824.82136201276,24545.2366592934,
43472.97,16117.56,20298.14,8307.769,3930.48049400441,3835.82687622049,24505.5343503945,
43472.97,16151.19,20343.64,8330.019,3930.04254549687,3847.64231216561,24466.1403002848,
43472.97,16184.87,20387.63,8351.57,3929.60244154285,3859.47636469699,24426.7197291043,
43472.97,16217.44,20433.13,8373.981,3929.17477310935,3870.93841208291,24388.6257914056,
43471.27,16251.17,20478.38,8396.352,3928.7215046189,3883.04646163787,24347.606777891,
43467.88,16283.05,20522.98,8418.456,3928.28714489684,3894.61102573871,24304.6669537426,
43462.9,16312.84,20567.31,8440.495,3927.87507138122,3905.54781997183,24260.2731567416,
43456.31,16340.84,20613.97,8463.83,3927.48151892769,3915.96203020574,24214.0812573233,
43447.57,16368.54,20657.28,8485.476,3927.08626101217,3926.39111477101,24163.1512039412,
43437.9,16392.7,20702.16,8508.01,3926.73374755345,3935.66698079674,24113.9121790435,
43426.2,16416.08,20746.66,8530.402,3926.38604596314,3944.7929560816,24060.7453406727,
43412.95,16437.62,20791.4,8552.989,3926.05797580822,3953.38262531919,24005.9382092724,
43397.95,16457.64,20835.87,8575.479,3925.74525115914,3961.55161143459,23948.6838787197,
43381.4,16475.89,20881.54,8598.672,3925.45144929255,3969.20959313309,23889.6907111932,
43362.64,16492.91,20926.26,8621.401,3925.16827451778,3976.57535244834,23826.8464261917,
43342.6,16507.91,20970.52,8643.934,3924.90813857078,3983.3287417146,23763.189354864,
43321.12,16521.12,21014.95,8666.601,3924.66776166812,3989.55807283749,23698.0881282865,
43297.9,16532.75,21059.36,8689.297,3924.44409049112,3995.34495205232,23630.6136013502,
43273.03,16542.72,21103.67,8711.972,3924.23822879455,4000.66297992017,23561.0536779587,
43246.57,16551.03,21149.5,8735.507,3924.05055621483,4005.50440641207,23489.5485628563,
43217.43,16557.87,21194.2,8758.458,3923.87630766285,4009.99381205765,23413.3008844721,
43187.33,16562.86,21238.01,8780.958,3923.72422912126,4013.9075359043,23336.8054386148,
43156.21,16566.15,21283.02,8804.13,3923.59258475486,4017.292022815,23259.7657387301,
43122.56,16571.23,21327.38,8826.979,3923.41611320705,4021.82410063665,23179.5849358996,
43089.38,16577.89,21371.99,8850.002,3923.21123617552,4027.07868092723,23101.1095651663,
43056.01,16586.26,21416.17,8872.83,3922.97398602071,4033.15419365231,23022.7329792959,
43022.95,16596.19,21461.35,8896.257,3922.70774532558,4039.96019383302,22945.6594057877,
42989.11,16608.07,21506.13,8919.514,3922.40286590765,4047.73854557037,22867.3659354081,
42955.57,16621.53,21550.52,8942.619,3922.06776889522,4056.26899705859,22790.3407684908,
42923.96,16636.55,21594.62,8965.628,3921.71365774088,4065.26218035388,22716.0853332638,
42894.18,16653.12,21638.79,8988.743,3921.34009800264,4074.72571779529,22644.3976724837,
42865.98,16671.37,21683.04,9011.967,3920.9440487614,4084.73274400686,22574.6810036522,
42839.38,16691.31,21728.07,9035.697,3920.52516324397,4095.28759803471,22506.9513561477,
42810.56,16713.35,21771.99,9058.896,3920.05245012655,4107.16302958852,22436.9746086179,
42780.8,16736.49,21816.03,9082.251,3919.54553382784,4119.8559561537,22367.7385155097,
42749.29,16761.36,21861.32,9106.405,3918.99077388034,4133.69780415703,22297.3110775973,
42715.17,16785.21,21904.64,9129.543,3918.43818717296,4147.43495397872,22222.6721635947,
42682.53,16806.45,21948.43,9153.036,3917.93580621572,4159.88070699627,22150.745676121,
42649.49,16826.29,21993.03,9177.071,3917.45617019281,4171.72486128359,22077.426358891,
42615.81,16844.82,22037.42,9201.064,3916.99775908088,4183.01037551654,22002.1274356778,
42582.27,16861.59,22081.21,9224.792,3916.5713586424,4193.47779007742,21926.5780250746,
42549.17,16876.5,22127.51,9250.026,3916.1799568583,4203.06075360887,21851.4489775892,
42514.13,16890.43,22168.87,9272.492,3915.8011749065,4212.31184544832,21771.3130869401,
42482.83,16901.41,22213.12,9296.672,3915.4876081137,4219.95324207603,21699.2533441173,
42449.32,16911.48,22257.29,9320.855,3915.18527108703,4227.30654107513,21621.4910113452,
42415.85,16919.86,22301.58,9345.152,3914.91545236182,4233.85703775421,21543.2632445651,
42382.27,16926.57,22345.36,9369.195,3914.67755695992,4239.62324627801,21464.2099879682,
42349.08,16931.56,22391.03,9394.374,3914.47432793575,4244.5423419012,21385.4682735295,
42314.42,16934.96,22433.74,9417.865,3914.29894991735,4248.78225343191,21302.6296415829,
42282.02,16936.56,22477.08,9441.741,3914.16476192719,4252.0232054977,21224.6291149117,
42249.13,16936.57,22521.18,9466.079,3914.06165705583,4254.51157363014,21144.8883097763,
42215.65,16936.57,22565.66,9490.65,3913.9568042576,4257.0404774071,21063.7197117913,
42181.88,16936.57,22609.17,9514.684,3913.85073848715,4259.5969471461,20981.8511234964,
42148.84,16936.57,22652.95,9538.885,3913.7458626781,4262.12306813655,20901.7467551965,
42117.25,16936.57,22696.26,9562.829,3913.6531846772,4264.35400549995,20822.7030691506,
42087.63,16936.57,22740.41,9587.279,3913.57373739616,4266.26542668582,20746.0168232387,
42059.1,16936.57,22784.72,9611.833,3913.50642998815,4267.88403373189,20669.3933174186,
42032.16,16936.57,22828.29,9635.963,3913.45241001277,4269.18261372583,20594.0771422473,
42007.33,16936.57,22872.48,9660.466,3913.41191519087,4270.1557775427,20521.5615819155,
41983.82,16938.26,22916.11,9684.649,3913.348677229,4271.67500943622,20450.1734635792,
41962.26,16941.58,22959.61,9708.773,3913.26378026994,4273.71363836602,20381.8290560014,
41942.4,16946.53,23003.55,9733.171,3913.15689643412,4276.2787081515,20315.7940403898,
41924.02,16953.21,23047.18,9757.407,3913.02638626314,4279.40847084141,20251.2410275443,
41907.4,16961.48,23091.6,9782.135,3912.87400596511,4283.0594969975,20189.2719851758,
41892.2,16971.63,23135.5,9806.59,3912.6957108707,4287.32707018322,20128.3698616834,
41878.84,16983.33,23179.62,9831.202,3912.49595506615,4292.10273359633,20070.3291171324,
41867.1,16996.78,23222.47,9855.112,3912.27176934025,4297.45545459947,20014.1844672494,
41857.29,17011.44,23267.15,9880.141,3912.03077997563,4303.20115683131,19961.704262988,
41848.79,17028.48,23310.52,9904.437,3911.75608800535,4309.74004803144,19909.2001934578,
41842.18,17046.66,23353.79,9928.728,3911.46544415559,4316.64670910966,19860.3656014612,
41837.21,17066.44,23398.42,9953.88,3911.15205369214,4324.08019774671,19813.7333566034,
41833.82,17088.59,23441.26,9978.023,3910.80465204544,4332.30388115777,19767.8594700808,
41832.18,17111.46,23484.88,10002.69,3910.44708046555,4340.75024988356,19725.9139768446,
41832.15,17136.43,23528.64,10027.51,3910.05927340902,4349.89024186974,19685.3410406375,
41832.15,17163.17,23572.4,10052.4,3909.63126000875,4359.95312678201,19645.2555738183,
41832.15,17191.61,23615.51,10076.98,3909.16369885589,4370.91638344913,19605.7816434591,
41832.15,17221.27,23660.12,10102.55,3908.66387485787,4382.60241032867,19567.4972888457,
41832.15,17253.75,23702.83,10127.06,3908.10537864875,4395.61932411934,19528.503866729,
41832.15,17286.47,23746.41,10152.2,3907.53061435615,4408.9707325165,19491.7846292677,
41832.15,17319.9,23789.98,10177.42,3906.94189253278,4422.59981924121,19454.3056267691,
41832.15,17353.35,23833.23,10202.55,3906.35098760231,4436.23251303846,19416.8520065067,
41832.15,17386.59,23876.41,10227.73,3905.76165833934,4449.78245364301,19379.6720906354,
41832.15,17419.8,23920.24,10253.42,3905.17081784102,4463.32104835518,19342.5587578344,
41832.15,17453.55,23963.06,10278.58,3904.56891994167,4477.06599230634,19304.884866361,
41832.15,17486.55,24006.35,10304.13,3903.97789362067,4490.51691318053,19268.0933811751,
41832.15,17519.95,24049.41,10329.63,3903.37806205985,4504.12228865317,19230.8923513191,
41832.15,17553.2,24093.16,10355.67,3902.77890980899,4517.66647077851,19193.8999023086,
41832.15,17587.02,24135.97,10381.21,3902.16799104209,4531.42995192548,19156.3110049584,
41832.15,17620.14,24179.05,10407.02,3901.56724678964,4544.9186507178,19119.547812547,
41832.15,17653.5,24222.95,10433.46,3900.96033083648,4558.50046122736,19082.5500593642,
41832.15,17687.54,24264.84,10458.71,3900.33980671605,4572.33998027674,19044.8417373385,
41832.15,17720.04,24307.76,10484.72,3899.74405310824,4585.58289688252,19008.8800286279,
41832.15,17753.38,24350.95,10511,3899.13171762652,4599.14973844837,18972.0238973089,
41832.15,17786.97,24393.36,10536.89,3898.51329560238,4612.80587532799,18934.9473371209,
41832.15,17819.97,24436.76,10563.51,3897.90299219384,4626.23824519298,18898.5414655354,
41832.15,17853.79,24479.63,10589.88,3897.27666297758,4639.97778563691,18861.2797749297,
41832.15,17887.22,24521.62,10615.79,3896.65507736705,4653.5680537176,18824.4870171355,
41832.15,17920,24563.96,10642.03,3896.04317653036,4666.90296468879,18788.4539736955,
41832.15,17951.44,24606.9,10668.74,3895.46517682916,4679.45967907258,18751.477114123,
41832.15,17981.66,24649.04,10695.02,3894.91972932481,4691.2743913793,18713.3177870417,
41832.15,18009.72,24691.73,10721.74,3894.42314353417,4702.00154336272,18675.2278591049,
41833.83,18036.49,24734.92,10748.87,3893.97950042721,4711.56167042895,18637.5221584533,
41837.25,18061.88,24777.08,10775.37,3893.59209355847,4719.89202889978,18600.2634834414,
41842.23,18085.03,24819.8,10802.3,3893.27213494028,4726.75952106967,18564.7683578715,
41848.97,18106.81,24862.24,10829.08,3893.00933732392,4732.39168242053,18529.665709146,
41857.33,18126.8,24904.53,10855.8,3892.80869196325,4736.68671500634,18495.6674162516,
41867.32,18145.07,24946.42,10882.27,3892.66920851612,4739.66991052055,18462.6596783852,
41878.84,18161.54,24990.91,10910.49,3892.59066235052,4741.34887622684,18430.8107331666,
41892.93,18177.21,25032.01,10936.44,3892.5773847269,4741.63262582137,18397.9193327582,
41907.49,18190.11,25074.13,10963.08,3892.61996835828,4740.72252371402,18368.3820467387,
41924.06,18201.68,25116.77,10990.04,3892.725404247,4738.46828317011,18338.9626423351,
41942.52,18211.72,25158.51,11016.38,3892.89476056046,4734.84486381912,18310.0692498116,
41962.19,18219.93,25201.39,11043.43,3893.11914876601,4730.03917692973,18282.6380375067,
41984.09,18226.66,25243.64,11070.03,3893.4133109071,4723.73075840959,18255.3587168645,
42007.32,18231.64,25286.47,11096.94,3893.76298714685,4716.21938069401,18229.3594672954,
42032.54,18234.99,25328.69,11123.4,3894.17948724365,4707.25484711449,18203.9163985672,
42059.02,18236.64,25371.56,11150.2,3894.64899094063,4697.12626645431,18179.7219225262,
42087.59,18236.64,25413.6,11176.37,3895.18653412558,4685.49945128652,18156.0828503855,
42117.2,18236.64,25456.84,11203.24,3895.72820617362,4673.75024218427,18134.4295819778,
42149.34,18236.64,25499.28,11229.5,3896.30270175391,4661.25249479366,18113.7636109785,
42182.5,18236.64,25541.75,11255.68,3896.88063262175,4648.64172417114,18095.0156844957,
42215.63,18236.64,25585.28,11282.46,3897.4558716032,4636.05124397077,18076.2873889955,
42249.57,18236.64,25627.71,11308.43,3898.04335575556,4623.15283015704,18057.1186656041,
42282.63,18236.64,25670.4,11334.47,3898.6120136634,4610.62901460133,18038.4634878427,
42315.84,18236.64,25713.01,11360.37,3899.18127337231,4598.05346115056,18019.7298551959,
42348.96,18236.64,25756.65,11386.85,3899.74632807142,4585.53240884402,18001.0601521809,
42382.88,18236.64,25798.98,11412.39,3900.32321016661,4572.70948625567,17981.9610732715,
42415.72,18236.64,25843.16,11439.01,3900.87840890309,4560.33026527177,17963.4718002658,
42449.98,18236.64,25885.86,11464.6,3901.4565449678,4547.39937617691,17944.1975706237,
42483.05,18236.64,25928.4,11490,3902.01085246392,4534.96257996304,17925.6065231156,
42515.97,18236.64,25971.61,11515.73,3902.56010921588,4522.60125890784,17907.1117790288,
42549.38,18236.64,26016.34,11542.33,3903.11572158426,4510.05825350837,17888.351179968,
42583.95,18236.64,26057.63,11566.68,3903.68928168977,4497.06895812926,17868.9526136362,
42615.81,18236.64,26101.3,11592.43,3904.21275510673,4485.17720143775,17851.0884580417,
42649.48,18236.64,26144.83,11618,3904.76567750052,4472.57803004604,17832.2150530178,
42683.03,18236.64,26187.66,11643.04,3905.31383973954,4460.04803735731,17813.4288866229,
42715.99,18236.64,26230.81,11668.19,3905.84955599082,4447.76442223161,17794.9799573526,
42749.18,18236.64,26274.13,11693.35,3906.38681240988,4435.40733430205,17776.4140877272,
42782.46,18236.64,26318.01,11718.78,3906.92335068419,4423.02830819708,17757.8075637103,
42816.16,18236.64,26361.5,11743.86,3907.46456113146,4410.50222258443,17738.9808055816,
42849.52,18236.64,26405.04,11768.9,3907.99754430079,4398.12768796735,17720.3537921243,
42882.89,18236.63,26448.45,11793.76,3908.52839088888,4385.76409652156,17701.731698329,
42916.14,18236.63,26491.57,11818.36,3909.05471705134,4373.46737033293,17683.1922926527,
42949.13,18236.63,26535.06,11843.1,3909.57440234269,4361.28794760338,17664.8078697539,
42982.38,18236.63,26578.9,11867.96,3910.09616177178,4349.0217603817,17646.2871046268,
43015.87,18236.63,26622.35,11892.5,3910.61953102934,4336.67899309164,17627.6459780471,
43049.04,18236.63,26667.1,11917.73,3911.13518777291,4324.47984822439,17609.1966149251,
43083.17,18236.63,26714.89,11944.67,3911.66449799593,4311.91785407724,17590.2201092704,
43119.62,18236.63,26754.04,11966.42,3912.22945422393,4298.46495360484,17569.9686162249,
43149.39,18236.63,26797.96,11990.88,3912.68300916081,4287.63091182438,17553.4355285565,
43182.8,18236.63,26841.46,12015.01,3913.19347362412,4275.40109600434,17534.8909652506,
43214.22,18234.99,26885.54,12039.4,3913.72114923453,4262.7180944488,17514.437831294,
43244.36,18231.65,26929.82,12063.81,3914.27956987784,4249.25049530543,17491.5719929304,
43272.92,18226.59,26973.55,12087.79,3914.86412129066,4235.10195565542,17466.4465417414,
43299.44,18219.97,27017.45,12111.77,3915.46310177208,4220.54980061351,17439.5619865875,
43324.38,18211.66,27061.83,12135.92,3916.08742065542,4205.32286238134,17410.4744849311,
43347.88,18201.57,27105.51,12159.55,3916.74190204439,4189.29469530428,17378.9393856372,
43369.34,18190.03,27149.8,12183.41,3917.40742415165,4172.92652615947,17345.8685079861,
43389.42,18176.66,27193.88,12207.04,3918.10567852295,4155.67695901991,17310.2319707483,
43407.71,18161.71,27238.09,12230.62,3918.82268144735,4137.8818425631,17272.7067269703,
43424.37,18145.06,27282.37,12254.1,3919.56436893979,4119.38510293323,17233.0035373823,
43439.38,18126.75,27326.63,12277.44,3920.3297291849,4100.20184268552,17191.1866474204,
43452.7,18106.8,27370.5,12300.42,3921.11692598527,4080.36794330961,17147.3445493783,
43464.25,18085.44,27415.36,12323.81,3921.91835783717,4060.06617647312,17101.9161489858,
43474.37,18061.9,27460.38,12347.14,3922.76181423428,4038.57902798764,17053.3694208835,
43482.79,18036.63,27505.36,12370.29,3923.63084203317,4016.30877571609,17002.5917286872,
43489.51,18009.7,27549.6,12392.88,3924.52160128058,3993.34060972042,16949.8102031075,
43494.46,17981.63,27594.87,12415.86,3925.4187780302,3970.06017796427,16895.9361067331,
43497.82,17951.22,27639.36,12438.25,3926.36018686422,3945.47074986369,16838.763826642,
43499.47,17919.76,27684.04,12460.58,3927.30612908341,3920.59350976135,16780.6420250443,
43499.47,17886.54,27728.41,12482.57,3928.27815154095,3894.85007390572,16720.3049879218,
43499.47,17853.62,27774.2,12505.12,3929.23811618798,3869.24306508933,16660.570662138,
43499.47,17819.67,27818.31,12526.62,3930.22540183154,3842.71381448636,16599.052577356,
43499.47,17787.04,27865.53,12549.54,3931.17027338688,3817.13681490016,16539.9728576542,
43499.47,17752.14,27908.47,12570.1,3932.17910927399,3789.62171478693,16476.8657854473,
43499.47,17720.47,27954.05,12591.82,3933.08858401231,3764.62989864549,16419.6667066606,
43499.47,17686.89,28000.46,12613.77,3934.05100455986,3737.98628586507,16359.0918456173,
43499.47,17652.75,28045.55,12634.89,3935.02639792415,3710.77258372494,16297.5688064204,
43499.47,17619.63,28131.04,12676.49,3935.96809736458,3684.2930670144,16237.9593361008,
43499.47,17556.54,28137.25,12679.2,3937.79822777206,3632.23654325746,16124.6232047984,
43499.47,17552.03,28180.85,12699.05,3937.92223110407,3628.68028925016,16116.5227420505,
43499.47,17520.16,28226.99,12719.94,3938.81621452851,3602.93030963532,16059.3684664086,
