xplane,yplane,xrocket,yrocket,vc,xnc,xnt,rtm,time,XNC (G)
31578.79,11928.73,11943.8,3757.047,2579.487288,3046.498085,-0.816926875,21313.43422,4.2045859,94.61174177
31545.19,11927.4,11993.89,3761.414,2556.834818,3029.283687,-0.821981973,21236.04224,4.2211409,94.07713315
31511.77,11926.07,12043.73,3765.955,2534.457962,3012.426829,-0.827012858,21156.7793,4.2380953,93.55362823
31477.09,11924.68,12095.4,3770.914,2512.360915,2995.870303,-0.83223128,21076.53399,4.2555138,93.0394504
31444.55,11923.36,12143.89,3775.737,2490.544991,2979.397864,-0.837128371,20996.47393,4.2715328,92.52788397
31410.7,11921.96,12194.3,3781.023,2469.012352,2962.929073,-0.842222515,20918.18971,4.2888818,92.01643085
31378.41,11920.62,12242.38,3786.269,2447.802997,2946.675407,-0.847081818,20839.45774,4.3048089,91.51165861
31344.75,11919.21,12292.5,3792.036,2426.920659,2930.582065,-0.852151051,20761.63069,4.3216812,91.01186536
31311.9,11917.81,12341.38,3797.912,2406.399991,2914.847649,-0.857096844,20682.49618,4.3382577,90.52321892
31278.27,11916.37,12391.36,3804.229,2386.240436,2899.353614,-0.862158519,20603.76358,4.3553599,90.0420377
31244.7,11914.92,12441.22,3810.833,2366.468165,2884.246346,-0.867210818,20523.92475,4.3716145,89.57286789
31210.88,11913.43,12491.43,3817.806,2347.088549,2869.457714,-0.872302163,20443.87412,4.3892649,89.1135936
31178.39,11911.99,12539.62,3824.788,2328.105002,2854.838288,-0.877192256,20364.6336,4.4051192,88.65957418
31144.71,11910.47,12589.54,3832.391,2309.537633,2840.521336,-0.882263308,20286.14327,4.4220531,88.21494833
31109.14,11908.85,12642.2,3840.835,2291.430959,2826.968771,-0.887619443,20204.07349,4.4401494,87.79406121
31077.53,11907.4,12688.97,3848.595,2273.750676,2813.499367,-0.89237798,20122.894,4.4558932,87.37575674
31044.71,11905.88,12737.46,3857.037,2256.50124,2800.056597,-0.897318876,20046.27777,4.4717984,86.9582794
31009.89,11904.23,12788.84,3866.441,2239.751031,2787.433664,-0.902563049,19965.94919,4.4897618,86.56626285
30977.88,11902.72,12836.03,3875.399,2223.475856,2775.100398,-0.907382326,19885.24323,4.5061017,86.18324216
30943.86,11901.08,12886.11,3885.38,2207.686663,2763.127377,-0.912507259,19806.69854,4.5228541,85.81140922
30910.58,11899.46,12935.02,3895.538,2192.411514,2751.736507,-0.917519951,19725.79467,4.5395449,85.4576555
30877.92,11897.86,12982.94,3905.905,2177.641306,2740.643237,-0.922438034,19646.49454,4.5559058,85.113144
30843.4,11896.14,13033.49,3917.356,2163.406286,2730.205429,-0.927638263,19566.29353,4.5736761,84.78898847
30810.93,11894.51,13080.96,3928.513,2149.703907,2720.18232,-0.932528075,19485.18382,4.5892141,84.4777118
30777.41,11892.81,13129.87,3940.514,2136.543692,2710.605168,-0.937578694,19406.04274,4.6064997,84.18028471
30744.48,11891.12,13177.81,3952.746,2123.942546,2701.576527,-0.942540443,19325.80043,4.6229139,83.89989215
30710.98,11889.38,13226.46,3965.671,2111.909008,2693.107903,-0.947586583,19245.83028,4.6399373,83.63689138
30677.99,11887.64,13274.26,3978.866,2100.451637,2685.175567,-0.952557429,19165.42584,4.6562968,83.39054555
30643.29,11885.8,13324.38,3993.286,2089.587604,2677.990477,-0.957785368,19084.10272,4.6737079,83.16740613
30610.94,11884.07,13371,4007.167,2079.312059,2671.213735,-0.962660625,19002.35783,4.6895865,82.95694829
30576.47,11882.2,13420.62,4022.551,2069.645771,2665.143297,-0.967865612,18922.05099,4.7075317,82.76842536
30544.34,11880.46,13466.63,4037.303,2060.590065,2659.534122,-0.972706861,18840.61182,4.7235936,82.59422739
30510.72,11878.6,13514.63,4053.291,2052.161998,2654.603463,-0.977774134,18761.30947,4.7403357,82.44110134
30477.45,11876.75,13561.95,4069.625,2044.371122,2650.354947,-0.982788784,18680.03785,4.7569542,82.30915985
30442.25,11874.76,13611.81,4087.5,2037.231417,2646.990573,-0.988093698,18597.43348,4.7748294,82.20467618
30410.81,11872.97,13656.22,4103.896,2030.736217,2643.9057,-0.992832921,18515.39353,4.7903507,82.10887267
30377.38,11871.05,13703.23,4121.906,2024.911376,2641.628786,-0.997872624,18437.07569,4.8078219,82.03816106
30343.98,11869.11,13750,4140.44,2019.765183,2640.124503,-1.002908547,18355.75151,4.8244399,81.9914442
30309.8,11867.1,13797.64,4159.976,2015.308044,2639.441774,-1.008061751,18273.70091,4.8417493,81.97024144
30276.64,11865.13,13843.66,4179.451,2011.547271,2639.386038,-1.013062267,18191.39385,4.8580323,81.96851048
30243.84,11863.17,13888.97,4199.243,2008.496258,2640.02839,-1.018008621,18110.91573,4.8747492,81.98845931
30210.69,11861.17,13934.51,4219.79,2006.168111,2641.490483,-1.023006757,18030.63478,4.8909861,82.03386593
30176.08,11859.06,13981.81,4241.844,2004.574968,2643.93237,-1.028226158,17948.45323,4.9087218,82.10970093
30143.25,11857.03,14026.45,4263.271,2003.726716,2646.958252,-1.03317825,17865.70063,4.925004,82.20367242
30110.71,11855.01,14070.46,4285.033,2003.638256,2650.791838,-1.038086676,17785.88983,4.9417806,82.3227279
30077.04,11852.9,14115.71,4308.123,2004.322103,2655.623279,-1.043165425,17705.45859,4.9584979,82.47277263
30043.88,11850.79,14160.02,4331.393,2005.792242,2661.2384,-1.04816776,17623.80222,4.975038,82.64715527
30010.94,11848.69,14203.76,4355.033,2008.062668,2667.726698,-1.053136367,17543.13105,4.9914886,82.84865521
29977.62,11846.53,14247.73,4379.496,2011.146911,2675.179779,-1.058163893,17462.45104,5.008407,83.08011737
29943.8,11844.32,14292.06,4404.873,2015.059676,2683.611742,-1.063266434,17380.74548,5.0255027,83.34197956
29909.78,11842.07,14336.36,4430.949,2019.817232,2692.996645,-1.068400744,17298.12483,5.0427841,83.63343619
29876.96,11839.9,14378.82,4456.598,2025.439225,2703.19432,-1.073354655,17216.34796,5.0591073,83.95013417
29844.19,11837.7,14420.91,4482.705,2031.936523,2714.438982,-1.07829947,17136.46237,5.0757626,84.29934725
29810.07,11835.39,14464.4,4510.442,2039.321713,2726.878448,-1.083449175,17055.45173,5.0925471,84.68566609
29775.34,11833.01,14508.37,4539.226,2047.618533,2740.345215,-1.088693488,16971.87869,5.1102992,85.10388866
29743.99,11830.84,14547.77,4565.59,2056.86204,2754.38451,-1.093425014,16890.58955,5.1260696,85.53989161
29710.88,11828.52,14589.06,4593.96,2067.028838,2769.998945,-1.09842329,16812.79922,5.1427687,86.02481194
29676.88,11826.12,14631.14,4623.607,2078.15993,2786.696525,-1.103557881,16731.59926,5.1598864,86.54337034
29644.09,11823.77,14671.41,4652.626,2090.284714,2804.276893,-1.108508853,16650.26075,5.1765925,87.08934451
29610.78,11821.39,14712.01,4682.581,2103.397399,2823.203655,-1.113539878,16570.32819,5.1925196,87.67713215
29578.16,11819.03,14751.45,4712.323,2117.53495,2843.158306,-1.118464959,16490.34614,5.2095808,88.29684181
29543.82,11816.52,14792.63,4744.13,2132.688134,2864.618559,-1.123651612,16409.87801,5.2265702,88.9633093
29510.56,11814.08,14832.23,4775.341,2148.918056,2886.952999,-1.128676619,16327.93376,5.2438245,89.65692543
29478.28,11811.67,14870.37,4805.998,2166.216415,2910.522535,-1.133552577,16248.58977,5.2596648,90.38889861
29443.73,11809.08,14910.84,4839.277,2184.568269,2935.791139,-1.138772119,16168.67576,5.2773362,91.17363786
29410.91,11806.6,14949.01,4871.222,2204.066775,2961.79301,-1.143729949,16087.13003,5.2939519,91.98114937
29378.41,11804.12,14986.53,4903.22,2224.662944,2989.295561,-1.148641874,16008.51951,5.3095865,92.83526586
29344.81,11801.53,15025.01,4936.666,2246.372115,3018.30611,-1.153717824,15929.43574,5.3270395,93.73621461
29311.69,11798.96,15062.68,4969.97,2269.245597,3048.415146,-1.158723657,15849.30125,5.3435885,94.67127784
29278.42,11796.37,15100.26,5003.751,2293.263007,3079.963124,-1.163752723,15769.80784,5.3603189,95.65102868
29245.4,11793.77,15137.29,5037.565,2318.448703,3112.79701,-1.168743022,15690.42912,5.3770027,96.6707146
29211.12,11791.04,15175.47,5073.003,2344.782575,3147.213303,-1.173925057,15610.32877,5.3946106,97.73954357
29177.66,11788.36,15212.5,5107.846,2372.329996,3182.63878,-1.178983653,15529.24848,5.4111335,98.83971366
29145.58,11785.75,15247.82,5141.461,2401.054854,3219.37011,-1.183833999,15450.7337,5.4276591,99.9804382
29109.1,11782.78,15287.7,5180.077,2430.854585,3258.394028,-1.18935136,15370.16846,5.4458399,101.1923611
29077.97,11780.21,15321.6,5213.082,2462.021816,3297.052201,-1.194057135,15288.3439,5.4617152,102.3929255
29045.87,11777.54,15356.4,5247.354,2494.186557,3338.313832,-1.198913499,15213.40209,5.4775388,103.6743426
29012.49,11774.74,15392.4,5283.201,2527.497536,3380.876604,-1.203963278,15135.90719,5.4945967,104.9961678
28979.16,11771.92,15428.21,5319.152,2561.972193,3424.449162,-1.209006059,15056.6718,5.5108667,106.3493529
28945.5,11769.05,15464.24,5355.593,2597.545191,3469.347335,-1.214097124,14977.26169,5.5281233,107.743706
28912.16,11766.19,15499.83,5391.813,2634.211739,3515.350484,-1.219142564,14897.73196,5.5452913,109.1723753
28879.21,11763.33,15534.94,5427.689,2671.918817,3562.547524,-1.224128805,14819.03778,5.5626194,110.6381218
28846.56,11760.47,15569.66,5463.297,2710.62012,3610.926021,-1.229069001,14741.21252,5.578107,112.1405596
28812.31,11757.46,15606.02,5500.764,2750.235707,3660.744165,-1.234253135,14662.34233,5.5956305,113.687707
28779.46,11754.54,15640.9,5536.684,2790.847097,3710.917624,-1.23922482,14582.4986,5.6116332,115.2458889
28746.48,11751.59,15675.91,5572.762,2832.249081,3762.44358,-1.244216798,14504.53174,5.6286277,116.8460739
28713.77,11748.63,15710.67,5608.536,2874.442327,3814.759678,-1.24916973,14426.61578,5.6450567,118.4707975
28680.25,11745.58,15746.33,5645.179,2917.317868,3868.086574,-1.2542447,14348.27892,5.6621011,120.1269122
28646.84,11742.51,15781.95,5681.657,2960.861597,3921.865064,-1.259305535,14268.87051,5.6787798,121.7970517
28614.02,11739.47,15817.03,5717.381,3004.961371,3976.163977,-1.26427568,14190.11039,5.6953563,123.4833533
28580.29,11736.33,15853.2,5754.031,3049.471554,4031.319347,-1.269385499,14111.28675,5.7122957,125.196253
28546.77,11733.18,15889.27,5790.314,3094.384744,4086.540804,-1.274463129,14031.28365,5.7296512,126.9112051
28514.55,11730.11,15924.15,5825.042,3139.571506,4141.829697,-1.279349442,13952.73704,5.7457724,128.6282515
28481.7,11726.96,15959.88,5860.302,3184.831022,4197.790564,-1.284332184,13875.32119,5.7622752,130.3661666
28445.57,11723.48,15999.29,5898.935,3230.075303,4254.266694,-1.28980546,13793.81477,5.7803701,132.1200837
28414.49,11720.47,16033.49,5931.825,3275.475911,4308.520402,-1.294517393,13712.30631,5.7965907,133.8049814
28381.33,11717.23,16070.16,5966.724,3320.40108,4364.608305,-1.29954226,13635.98318,5.812877,135.5468418
28347.67,11713.91,16107.64,6001.906,3365.050322,4419.752014,-1.304644661,13556.08347,5.8300646,137.2593793
28315.81,11710.75,16143.41,6034.864,3409.276242,4473.793644,-1.309474294,13477.02901,5.8459455,138.9376908
28282.78,11707.45,16180.76,6068.777,3452.78856,4528.028993,-1.314483767,13399.34437,5.863135,140.6220184
28248.61,11704,16219.69,6103.543,3495.569039,4581.32262,-1.319664821,13318.7305,5.880066,142.2771
28215.31,11700.61,16257.96,6137.04,3537.516691,4633.07913,-1.324715719,13237.15065,5.8972056,143.884445
28182.24,11697.22,16296.29,6169.912,3578.405134,4683.972426,-1.32973177,13156.90783,5.9139682,145.4649822
28149.97,11693.89,16334.04,6201.572,3618.126144,4733.500441,-1.334628021,13077.61654,5.9297143,147.0031193
28116.24,11690.39,16373.82,6234.278,3656.483329,4782.261477,-1.339744837,12997.96763,5.9469546,148.5174372
28082.85,11686.88,16413.57,6266.194,3693.440557,4828.942897,-1.34481113,12916.35173,5.9638642,149.9671707
28050.93,11683.51,16451.94,6296.199,3728.826257,4873.697313,-1.349655038,12836.49151,5.9802895,151.3570594
28017.58,11679.96,16492.38,6327.111,3762.43379,4917.492553,-1.354716433,12757.30737,5.997194,152.71716
27984.61,11676.44,16532.72,6357.151,3794.23483,4958.833554,-1.359720727,12676.23026,6.0136627,154.001042
27950.88,11672.8,16574.38,6387.38,3824.048501,4998.461922,-1.364841322,12594.85566,6.0306469,155.2317367
27917.74,11669.19,16615.69,6416.512,3851.797108,5035.558928,-1.369872907,12512.77529,6.047299,156.3838176
27884.79,11665.58,16657.14,6444.913,3877.337393,5070.504569,-1.374876921,12431.63152,6.064237,157.469086
27852.46,11662,16698.19,6472.188,3900.574375,5102.946117,-1.379787027,12351.24271,6.0804725,158.4765875
27819.04,11658.29,16741.01,6499.846,3921.386708,5133.399239,-1.384866196,12270.64646,6.0973774,159.4223366
27782.99,11654.25,16787.52,6529.122,3939.693687,5161.832415,-1.390342831,12185.77546,6.1159981,160.3053545
27752.07,11650.76,16827.83,6553.448,3955.481986,5185.520257,-1.395039369,12101.76683,6.1312086,161.0410018
27719.72,11647.09,16870.34,6578.349,3968.567741,5208.001997,-1.399955353,12024.08147,6.1476536,161.7391925
27686.39,11643.27,16914.48,6603.402,3978.936514,5227.724337,-1.405021366,11943.21219,6.1648929,162.3516875
27653.12,11639.44,16958.89,6627.753,3986.534999,5244.431551,-1.410078703,11860.85502,6.1818515,162.8705451
27620.35,11635.63,17002.97,6651.067,3991.314129,5258.114861,-1.415060604,11779.03092,6.1982321,163.2954926
27587.51,11631.79,17047.46,6673.775,3993.236481,5268.965454,-1.420053422,11697.86847,6.2147036,163.6324675
27553.62,11627.8,17093.7,6696.579,3992.279732,5277.208783,-1.425207886,11615.575,6.2315114,163.8884715
27521.47,11623.98,17137.88,6717.492,3988.42608,5281.81726,-1.430098539,11533.33109,6.2481071,164.0315919
27488.7,11620.06,17183.21,6738.173,3981.676676,5283.751554,-1.435084639,11453.14809,6.2647661,164.0916632
27454.27,11615.9,17231.17,6759.317,3972.046471,5283.218287,-1.440333011,11370.44172,6.2824258,164.0751021
27422.57,11612.03,17275.54,6777.998,3959.529678,5278.754264,-1.445156347,11287.75884,6.2982587,163.9364678
27388.44,11607.87,17323.54,6797.533,3944.191288,5272.164056,-1.450350277,11207.05972,6.3158783,163.731803
27355.81,11603.86,17369.7,6815.504,3926.044147,5262.20443,-1.455316504,11124.16521,6.3317821,163.4224978
27322.26,11599.71,17417.38,6833.367,3905.158389,5249.584544,-1.460423943,11042.7331,6.3495556,163.0305759
27289.6,11595.64,17464.02,6850.091,3881.581948,5233.87187,-1.465395908,10960.83467,6.365799,162.5426047
27256.4,11591.48,17511.63,6866.489,3855.39932,5215.445632,-1.470451145,10879.86029,6.3830445,161.9703612
27223.43,11587.31,17559.11,6882.159,3826.690903,5194.267692,-1.475472653,10798.38504,6.3993149,161.3126612
27190.37,11583.11,17606.9,6897.282,3795.550421,5170.416867,-1.480508297,10717.27359,6.4165599,160.5719524
27157.63,11578.92,17654.39,6911.676,3762.076394,5143.877573,-1.485495517,10636.45475,6.4328094,159.7477507
27121.05,11574.2,17707.54,6927.317,3726.457609,5116.197042,-1.4910683,10552.57391,6.4514376,158.8881069
27092.58,11570.5,17749.17,6938.759,3688.629769,5084.030844,-1.495407538,10470.82264,6.465813,157.8891566
27058.35,11566.02,17799.24,6952.212,3648.824483,5049.570725,-1.500624561,10395.78807,6.4835735,156.8189666
27025.93,11561.76,17846.82,6964.415,3607.256697,5013.923569,-1.505566996,10314.05181,6.4999923,155.7119121
26992.47,11557.32,17896.05,6976.596,3563.98708,4976.06732,-1.510672476,10234.14141,6.517081,154.5362522
26959.44,11552.91,17944.73,6988.17,3519.19289,4936.500342,-1.515709799,10153.20601,6.5338329,153.307464
26927.35,11548.61,17992.11,6998.991,3472.975119,4894.655227,-1.520603391,10073.98021,6.5498072,152.0079263
26894.76,11544.19,18040.32,7009.641,3425.513743,4851.019716,-1.525575356,9995.799791,6.5663202,150.6527862
26860.46,11539.52,18091.08,7020.573,3377.050399,4806.779974,-1.530808193,9915.382072,6.5840914,149.2788812
26827.84,11535.05,18139.47,7030.625,3327.688507,4761.27978,-1.535786876,9834.191078,6.6006595,147.8658317
26795.41,11530.58,18187.61,7040.354,3277.520388,4713.883068,-1.540735189,9755.764909,6.6169654,146.3938841
26762.25,11525.97,18236.88,7050.11,3226.792337,4665.720678,-1.545797424,9677.049263,6.6338139,144.8981577
26729.88,11521.45,18285.03,7059.432,3175.656361,4616.78715,-1.550739439,9598.120284,6.6500633,143.3784829
26697.38,11516.87,18333.4,7068.658,3124.241564,4566.913088,-1.555702167,9520.313549,6.6669976,141.829599
26663.51,11512.07,18383.82,7078.225,3072.790639,4517.202539,-1.560875245,9441.110436,6.6840845,140.2857931
26631.33,11507.47,18431.77,7087.209,3021.408597,4467.207132,-1.565791089,9361.605956,6.7003414,138.7331407
26597.33,11502.59,18482.41,7096.757,2970.232806,4417.035664,-1.570986279,9282.889662,6.7181322,137.1750206
26564.71,11497.88,18531.02,7105.909,2919.458105,4367.282776,-1.575971399,9202.90801,6.7344703,135.6298999
26532.45,11493.2,18579.1,7115.024,2869.115611,4316.990538,-1.580901799,9125.305723,6.750862,134.0680291
26498.89,11488.29,18629.09,7124.682,2819.446151,4267.454154,-1.58603345,9047.019446,6.7683006,132.5296321
26462.9,11482.98,18682.68,7135.328,2770.686546,4220.040259,-1.591542414,8964.558948,6.7865033,131.0571509
26434.05,11478.71,18725.67,7143.845,2722.677194,4171.776912,-1.595954288,8885.308203,6.8010668,129.5582892
26400.99,11473.76,18774.85,7153.99,2675.500654,4122.664223,-1.601012044,8812.412804,6.8181056,128.0330504
26367.39,11468.72,18824.75,7164.63,2629.645926,4076.791583,-1.606151812,8732.909878,6.8351066,126.6084342
26334.32,11463.73,18873.82,7175.442,2584.998598,4032.134797,-1.611212367,8653.090975,6.8515968,125.2215775
26301.72,11458.78,18922.14,7186.479,2541.605287,3988.366396,-1.616202666,8574.417228,6.8688157,123.8623104
26269.4,11453.83,18969.97,7197.838,2499.558914,3945.716764,-1.621150419,8496.614425,6.8849746,122.5377877
26236.96,11448.84,19017.89,7209.716,2458.956427,3904.559725,-1.626118186,8419.029032,6.9014065,121.2596188
26201.6,11443.36,19069.92,7223.31,2419.959621,3866.203561,-1.631532262,8338.437004,6.9196755,120.0684336
26170.93,11438.58,19115.02,7235.5,2382.481106,3828.971457,-1.636230339,8257.896049,6.9353899,118.912157
26137.65,11433.37,19163.77,7249.401,2346.552422,3792.775606,-1.641328962,8181.648803,6.9521767,117.7880623
26105.03,11428.22,19211.42,7263.638,2312.35106,3759.242429,-1.646328637,8102.072482,6.9689394,116.7466593
26071.45,11422.89,19260.25,7278.998,2279.859983,3727.843764,-1.651474984,8022.432605,6.9860257,115.7715455
26039.97,11417.86,19305.88,7294.011,2249.073571,3698.064594,-1.656301398,7943.224708,7.0024105,114.8467265
26007.06,11412.56,19353.34,7310.47,2220.045604,3670.308775,-1.661347539,7865.641476,7.0191507,113.9847446
25974.64,11407.32,19399.86,7327.418,2192.831059,3645.038396,-1.666320483,7786.259891,7.0359096,113.1999502
25941.74,11401.97,19446.79,7345.406,2167.433232,3622.079546,-1.671367043,7707.020384,7.0521647,112.4869424
25908.05,11396.45,19494.54,7364.674,2143.891765,3601.856149,-1.676536202,7626.190348,7.0699564,111.8588866
25875.34,11391.06,19540.62,7384.177,2122.188682,3583.834372,-1.681556311,7544.95231,7.086692,111.2992041
25842.44,11385.62,19586.61,7404.636,2102.343495,3568.095235,-1.686605531,7464.884089,7.1034438,110.810411
25807.56,11379.8,19634.95,7427.3,2084.412971,3555.596462,-1.691960966,7382.562297,7.121062,110.4222504
25778.09,11374.86,19675.53,7447.094,2068.3075,3543.957909,-1.696485782,7302.151952,7.1364844,110.0608046
25745.57,11369.37,19719.87,7469.892,2054.135946,3535.238377,-1.701482239,7227.006042,7.152697,109.7900117
25711.65,11363.61,19765.62,7494.609,2041.926731,3530.073915,-1.706691984,7145.808267,7.1702088,109.6296247
25679.51,11358.13,19808.57,7518.864,2031.645985,3527.069937,-1.71163148,7064.055355,7.1866841,109.5363334
25646.42,11352.44,19852.28,7544.753,2023.33505,3527.001911,-1.716717367,6984.04217,7.2039729,109.5342208
25614.67,11346.96,19893.76,7570.42,2017.001759,3529.281647,-1.721598783,6903.762,7.2200731,109.6050201
25581.69,11341.23,19936.3,7598.003,2012.68389,3534.822475,-1.726670814,6824.333487,7.237145,109.7770955
25548.4,11335.41,19978.67,7626.737,2010.398115,3543.38017,-1.73179057,6742.691086,7.2537308,110.0428624
25516.59,11329.81,20018.64,7654.996,2010.171724,3554.336241,-1.736683881,6661.934153,7.2699215,110.3831131
25482.88,11323.84,20060.37,7685.881,2012.034306,3569.097663,-1.741872353,6581.670429,7.2876857,110.8415423
25450.29,11318.03,20100.16,7716.55,2016.024713,3586.377802,-1.746890363,6499.519156,7.3044796,111.3781926
25418.37,11312.31,20138.55,7747.37,2022.18044,3606.683365,-1.751806207,6419.722,7.3208098,112.0088001
25385.4,11306.37,20177.54,7780.024,2030.526158,3630.709537,-1.756882857,6340.028822,7.3377898,112.7549546
25352.4,11300.39,20215.94,7813.497,2041.11592,3657.903579,-1.761965665,6258.768092,7.3547437,113.59949
25319.81,11294.45,20253.25,7847.293,2053.997365,3688.314875,-1.766986614,6177.908958,7.3709381,114.5439402
25286.88,11288.42,20290.32,7882.192,2069.201365,3722.406507,-1.772062004,6097.436554,7.3882162,115.6026865
25254.97,11282.53,20325.64,7916.666,2086.808679,3759.548829,-1.776981487,6017.485285,7.4046821,116.7561748
25222.78,11276.56,20360.66,7952.109,2106.821874,3800.695147,-1.781945335,5938.929684,7.4211546,118.0340108
25189.27,11270.31,20396.46,7989.704,2129.277821,3845.990199,-1.787114354,5858.829319,7.4384887,119.4406894
25155.07,11263.89,20432.35,8028.724,2154.262957,3894.892456,-1.792390296,5776.216705,7.4562767,120.959393
25124.96,11258.21,20463.48,8063.486,2181.968025,3945.653003,-1.797035331,5696.51336,7.4712115,122.5358075
25092.41,11252.04,20496.53,8101.683,2212.060081,4002.878865,-1.802059499,5620.844701,7.4879023,124.3130082
25059.25,11245.71,20529.65,8141.131,2244.849406,4063.297867,-1.807179814,5541.053321,7.5055032,126.1893748
25026.97,11239.51,20561.39,8179.953,2280.369082,4126.989759,-1.812164095,5461.309003,7.5217667,128.1673838
24994.72,11233.28,20592.63,8219.159,2318.529532,4195.0265,-1.817145017,5383.056073,7.5383898,130.2803261
24962.23,11226.97,20623.67,8259.065,2359.361167,4267.12469,-1.822165966,5304.744319,7.5552681,132.5194003
24929.82,11220.65,20654.23,8299.204,2402.889761,4342.944632,-1.827174179,5226.269764,7.5716906,134.8740569
24896.38,11214.08,20685.38,8340.98,2449.005219,4423.135153,-1.832344177,5147.070206,7.5892459,137.3644457
24862.4,11207.38,20716.68,8383.727,2497.781711,4506.676216,-1.837598428,5065.939277,7.6065739,139.9588887
24832.3,11201.4,20744.27,8421.681,2549.404871,4591.496074,-1.842254519,4987.740823,7.6222915,142.5930458
24798.82,11194.71,20774.65,8464.22,2602.883777,4684.09431,-1.847435574,4912.133294,7.639286,145.4687674
24766.62,11188.24,20803.75,8505.227,2659.120927,4776.839953,-1.852419435,4832.815832,7.6558088,148.3490669
24734.82,11181.82,20832.39,8545.795,2717.436273,4873.281634,-1.857341017,4755.790549,7.672034,151.3441501
24702.18,11175.2,20861.73,8587.547,2777.642166,4973.207071,-1.862396114,4678.570128,7.6893882,154.4474246
24669.19,11168.46,20891.4,8629.773,2839.725148,5074.97066,-1.867506213,4599.760767,7.7062791,157.6077845
24637.98,11162.05,20919.58,8669.612,2903.566393,5177.303035,-1.872340045,4522.094636,7.7222071,160.7858085
24604.51,11155.14,20949.88,8712.387,2968.262828,5284.228196,-1.877528237,4444.83852,7.7397922,164.1064657
24571.83,11148.34,20979.68,8753.999,3034.340366,5389.594587,-1.88259481,4364.908014,7.7568221,167.3787139
24540.52,11141.81,21008.51,8793.659,3101.087223,5495.466449,-1.887450335,4287.331485,7.7725477,170.6666599
24505.33,11134.42,21041.1,8838.201,3167.593582,5605.608837,-1.892909056,4207.958592,7.7910621,174.087231
24475.39,11128.11,21069.32,8875.651,3235.081904,5707.463355,-1.897554371,4127.707604,7.8063753,177.2504148
24443.12,11121.26,21100.05,8915.843,3301.116882,5815.897276,-1.902563424,4052.811526,7.8233007,180.6179278
24410.02,11114.19,21131.98,8956.753,3366.53885,5921.045499,-1.907700953,3973.498406,7.8405816,183.8834006
24377.77,11107.28,21163.61,8996.21,3430.855967,6022.721521,-1.912709306,3893.576346,7.8572444,187.041041
24344.86,11100.18,21196.4,9036.095,3493.277339,6123.61359,-1.917823184,3814.0544,7.874112,190.1743351
24312.98,11093.27,21228.73,9074.217,3553.735275,6220.006393,-1.922776815,3734.303992,7.8901506,193.1679004
24280.57,11086.2,21262.15,9112.506,3611.457331,6314.964117,-1.927814698,3655.380245,7.9072421,196.1168981
24248.06,11079.08,21296.27,9150.372,3666.277867,6405.827307,-1.932868675,3575.339407,7.9240859,198.9387362
24215.72,11071.95,21330.83,9187.471,3717.779886,6492.54521,-1.937898861,3495.094021,7.9411447,201.6318388
24184.09,11064.95,21365.26,9223.131,3765.613008,6574.590233,-1.942820303,3415.55703,7.9576662,204.1798209
24152,11057.8,21400.8,9258.707,3809.316408,6653.664846,-1.947814941,3336.45206,7.9740994,206.6355542
24119.21,11050.46,21437.73,9294.432,3848.68441,6728.558298,-1.952920141,3255.780522,7.9906418,208.9614378
24087.4,11043.29,21474.2,9328.369,3883.563909,6796.933048,-1.957874752,3174.784979,8.0075971,211.0848773
24054.19,11035.78,21512.85,9363.159,3913.497591,6863.702444,-1.963048529,3093.796756,8.0248967,213.158461
24022.84,11028.64,21549.98,9395.212,3938.58293,6922.090699,-1.967934144,3012.288917,8.0411312,214.9717608
23989.94,11021.12,21589.48,9428.201,3958.408512,6980.202786,-1.973062296,2932.062755,8.058379,216.776484
23957.48,11013.66,21629.03,9460.004,3973.074454,7032.168292,-1.978123971,2849.761204,8.0751384,218.3903196
23926.23,11006.44,21667.67,9489.859,3982.487084,7078.868041,-1.982998529,2769.228146,8.0910566,219.8406224
23893.6,10998.86,21708.48,9520.395,3986.61391,7125.081202,-1.988090013,2689.209036,8.1081019,221.2758137
23859.83,10990.97,21751.17,9551.346,3985.560618,7169.292641,-1.993361337,2605.937498,8.125896,222.6488398
23830.13,10984,21789.28,9577.738,3979.349284,7203.256402,-1.997999935,2524.789933,8.1412507,223.703615
23797.43,10976.28,21831.53,9606.301,3968.232883,7241.970023,-2.003107374,2447.159289,8.1585204,224.9059013
23765.08,10968.61,21873.72,9633.926,3952.327548,7277.606557,-2.008161212,2365.271942,8.1751342,226.012626
23732.72,10960.9,21916.27,9660.997,3931.882484,7312.500163,-2.013219388,2284.021923,8.1916113,227.0962783
23700.33,10953.13,21959.16,9687.582,3907.16447,7347.332904,-2.018285122,2202.838196,8.209161,228.1780405
23668.03,10945.35,22002.19,9713.623,3878.464911,7382.609867,-2.023338259,2121.841124,8.2259175,229.2735983
23636.78,10937.78,22044.07,9738.354,3846.001636,7416.665149,-2.028227232,2042.169827,8.242222,230.3312158
23603.93,10929.79,22088.22,9764.109,3810.391324,7456.322384,-2.03337008,1962.824112,8.2594428,231.562807
23572.7,10922.15,22130.38,9788.249,3771.714393,7496.117037,-2.038260312,1882.748238,8.2755261,232.7986657
23540.41,10914.21,22174,9813.079,3730.592269,7541.521659,-2.043317929,1804.43617,8.2918992,234.2087472
23507.63,10906.1,22218.3,9838.233,3687.561115,7595.30664,-2.048454898,1724.319578,8.3096681,235.8790882
