xplane,yplane,xrocket,yrocket,vc,xnc,xnt,rtm,time,theta,he,lamda,xlead,vm1,vm2,vt1,vt2,rtm1,rtm2,rtm,vtm1,vtm2
31865.5944824219,12613.3407592773,22488.1351588585,9807.03922082905,3815.05996934377,3339.97775976099,2.24727614697941,9847.47886744445,7.0614039,0.463291457341329,0,0.291823963153018,0.171467494188311,2683.75923040309,1340.68504624547,-970.002733178737,243.094009851705,9431.1345069717,2833.11523877387,9847.47886744445,-3653.76196358183,-1097.59103639376
31846.2005615234,12618.2273864746,22541.8000492023,9833.87351574165,3814.19155780459,3339.24317837878,2.2532761468453,9771.1906635384,7.0784049,0.463675183307896,0,0.291826208146785,0.171848975161111,2683.24457716459,1341.71477561991,-969.683227163224,244.36538003227,9358.06540266493,2811.18816564556,9771.1906635384,-3652.92780432782,-1097.34939558764
31826.8127441406,12623.14453125,22595.4546004068,9860.72847755706,3813.31871044096,3338.5107535388,2.25927614671119,9694.92101788978,7.0944058,0.464060330719251,0,0.291828982140751,0.1722313485785,2682.72762019049,1342.7481207833,-969.3611973414,245.63971398951,9285.01269493833,2789.27101550835,9694.92101788978,-3652.08881753189,-1097.10840679379
31807.4310302734,12628.0830383301,22649.0987978619,9887.60411556745,3812.44201671661,3337.77061665096,2.26527614657708,9618.66731982394,7.1114068,0.464445725609338,0,0.291831377545386,0.172614348063952,2682.20993270716,1343.78193055535,-969.036630924832,246.917006149536,9211.97642986661,2767.35456077302,9618.66731982394,-3651.24656363199,-1096.86492440582
31788.0554199219,12633.0429077148,22702.7326273773,9914.50043818936,3811.56147347811,3337.02264823981,2.27127614644297,9542.42958063202,7.1284077,0.464831351852674,0,0.291833383899637,0.172997967953037,2681.69153570976,1344.81616115461,-968.709515101477,248.197250895052,9138.95662205994,2745.43879214739,9542.42958063202,-3650.40105081124,-1096.61891025956
31768.6889648438,12638.0325317383,22756.3560489395,9941.41750524792,3810.67657302372,3336.2749308287,2.27727614630886,9466.2131487432,7.1454087,0.465218168336901,0,0.291835746828321,0.17338242150858,2681.17113803663,1345.85338300997,-968.37983703581,249.48044256514,9065.95633746643,2723.53209354892,9466.2131487432,-3649.55097507244,-1096.37294044483
31749.3316650391,12643.0435180664,22809.9690522296,9968.35531728375,3809.78787380059,3335.51818263883,2.28327614617475,9390.0156307058,7.1614096,0.465605070027096,0,0.291837611710331,0.173767458316765,2680.65022442481,1346.89063189674,-968.047583868968,250.76657545505,8992.97561609959,2701.62601281849,9390.0156307058,-3648.69780829378,-1096.12405644169
31729.9774169922,12648.0865478516,22863.5715827112,9995.31396274383,3808.89451230487,3334.76621201166,2.28927614604064,9313.83426390627,7.1784106,0.465993696996793,0,0.291840252794128,0.174153444202666,2680.12658398267,1347.93230313299,-967.712742718883,252.055643815996,8920.00836476256,2679.73123056782,9313.83426390627,-3647.83932670155,-1095.87665931699
31710.6292724609,12653.1562805176,22917.163608104,10022.2934855966,3807.99690377174,3334.01206007131,2.29527614590653,9237.67046131812,7.1954116,0.466383220368363,0,0.291843029666422,0.174540190701941,2679.60132953485,1348.97617278997,-967.375300680425,253.347641854938,8847.05768974976,2657.84231777375,9237.67046131812,-3646.97663021527,-1095.62853093504
31691.2872314453,12658.2489013672,22970.7451101091,10049.2939019257,3807.09530584878,3333.25137108924,2.30127614577242,9161.52314364846,7.2114125,0.466773120310917,0,0.291845541312333,0.174927578998584,2679.07516013677,1350.02084663095,-967.035244825536,254.642563734374,8774.12362334131,2635.9554157706,9161.52314364846,-3646.1104049623,-1095.37828289658
31671.9482421875,12663.3666992188,23024.3160590279,10076.3152503562,3806.18948622624,3332.48769995795,2.30727614563831,9085.39005960881,7.2294135,0.467163817881422,0,0.291848116689713,0.175315701191709,2678.54750581211,1351.0674517239,-966.69256220338,255.940403572129,8701.20313207841,2614.07279729305,9085.39005960881,-3645.24006801549,-1095.12704815177
31652.6214599609,12668.5119628906,23077.8764270255,10103.3575656978,3805.27946853297,3331.7204670682,2.3132761455042,9009.28065320667,7.2454144,0.467555242376785,0,0.291850703268027,0.175704539108757,2678.0184597358,1352.11579730225,-966.347239840475,257.241155441145,8628.30540093301,2592.19671253442,9009.28065320667,-3644.36569957627,-1094.87464186111
31633.30078125,12673.6846923828,23131.4261796034,10130.4208958312,3804.36511101036,3330.95174198836,2.31927614537009,8933.18909567187,7.2624154,0.467947638377406,0,0.291853493271726,0.17609414510568,2677.48768874474,1353.16653691272,-965.999264740844,258.544813369267,8555.42435422452,2570.327126685,8933.18909567187,-3643.48695348558,-1094.62172354345
31613.9892578125,12678.882598877,23184.9652944171,10157.5052644603,3803.44663709115,3330.17775120848,2.32527614523598,8857.11767042115,7.2794164,0.468340554953382,0,0.291856139002331,0.176484415951051,2676.95580051614,1354.21846172728,-965.648623886155,259.851371339033,8482.56307820906,2548.4617030458,8857.11767042115,-3642.60442440229,-1094.36709038825
31594.6838378906,12684.1041564941,23238.4937517357,10184.6106900456,3802.52408576098,3329.39769141348,2.33127614510187,8781.0630302754,7.2964173,0.4687338945132,0,0.291858566952131,0.176875327561069,2676.42292575228,1355.27130955672,-965.295304235867,261.160823287463,8409.71854347355,2526.59889203383,8781.0630302754,-3641.71822998815,-1094.11048626926
31575.3845214844,12689.3539428711,23292.0115145884,10211.7372249939,3801.59710909283,3328.61690753439,2.33727614496775,8705.02650595023,7.3124183,0.469128291676438,0,0.291861272338482,0.177267019337956,2675.88820244862,1356.32677773327,-964.939292727378,262.473163105844,8336.89076974871,2504.7432528255,8705.02650595023,-3640.827495176,-1093.85361462742
31556.1157226563,12694.6304321289,23345.5185803831,10238.8848537875,3800.66636534088,3327.82476328882,2.34327614483364,8629.0310603127,7.3294192,0.469522477684607,0,0.291863271980934,0.177659205703674,2675.35334953093,1357.38147001999,-964.580576276172,263.788384639521,8264.10420806783,2482.89320713497,8629.0310603127,-3639.9339258071,-1093.59308538047
31536.8316650391,12699.934387207,23399.0148903829,10266.0536714921,3799.73074618353,3327.03862662982,2.34927614469953,8553.0330793702,7.3464202,0.469918519595829,0,0.291866174111725,0.178052345484104,2674.81555977984,1358.44091559393,-964.219141775965,265.106481687682,8191.313084656,2461.04953341949,8553.0330793702,-3639.0347015558,-1093.33443390625
31517.5537109375,12705.2635192871,23452.5004198475,10293.2437060077,3798.79090247135,3326.24798062898,2.35527614456542,8477.0523923373,7.3624211,0.470315162817019,0,0.291869006571279,0.17844615624574,2674.2765330046,1359.50175616691,-963.854976098858,266.427448003149,8118.53882055458,2439.20984779496,8477.0523923373,-3638.13150910346,-1093.07430816376
31498.2849121094,12710.6185913086,23505.9751449058,10320.4549834311,3797.84683910841,3325.45256245224,2.36127614443131,8401.09215709509,7.3794221,0.470712374054118,0,0.29187174587175,0.178840628182368,2673.73631267504,1360.5639015801,-963.488066095485,267.75127729216,8045.78449226185,2417.37488530085,8401.09215709509,-3637.22437877053,-1092.81262428794
31479.0191650391,12716.0003662109,23559.4390314963,10347.6875497755,3796.8983438841,3324.65551680702,2.3672761442972,8325.14676314724,7.3964231,0.471110526234097,0,0.29187468434266,0.179235841891438,2673.19438927871,1361.62834765175,-963.118398595167,269.077963214161,7973.04402013329,2395.54538277981,8325.14676314724,-3636.31278787388,-1092.55038443759
31459.765625,12721.4111328125,23612.8920475057,10374.9414470851,3795.94544218176,3323.85624144287,2.37327614416309,8249.22565655028,7.413424,0.471509545743962,0,0.29187776730641,0.179631778437551,2672.65086020881,1362.69489594153,-962.745960406065,270.407499381589,7900.32659350367,2373.72358303704,8249.22565655028,-3635.39682061488,-1092.28739655994
31440.5181884766,12726.8455505371,23666.3341753384,10402.2166888217,3794.9884071544,3323.05027272116,2.37927614402898,8173.3214738345,7.429425,0.471908898339952,0,0.291880581809462,0.180028316530491,2672.10645135853,1363.76211730937,-962.370738315331,271.739879359664,7827.62614097082,2351.90410345199,8173.3214738345,-3634.47718967386,-1092.02223794971
31421.2768554688,12732.307434082,23719.7653819724,10429.5133185898,3794.02692299042,3322.24236023537,2.38527614389487,8097.43532566056,7.4464259,0.472309148438657,0,0.291883569240885,0.180425579197772,2671.56039141512,1364.83151891428,-961.992719089267,273.075096666169,7754.94268013037,2330.09074526037,8097.43532566056,-3633.55311050439,-1091.75642224811
